jordtype,nmin,aar_mod,potnmin,exptgens,rokap,komm,nedbarea,jordn,mod_nmin,forfrugt,ngodnt,ngodnn,nprot,ntilg,pesticid,nopt,ngodn,ngtilg,protein,saatid,dgv1059,dg25,frspdag,dgv5980,aks_m2,keraks,bgbyg,sort,srtprot,sorttkv,srtsize,nplac,aks_vgt,spndx,tkv,saamng,saakern,tkvs,antplnt,partigerm,markgrm,jordinf,udb,ksort,slt22,s2225,s2528
Jb_7,x15_30,x0,x60_75,x60_70,x187_5_212_5,state2,x3___500_,x90_105,x15_30,Beets,x105_120,x75_90,x100_120,x180_195,x_2,x165_180,x75_90,x75_90,x10_5_11_0,x26_3_10_4,x61_70,x27_5_32_5,x19_21,x_35,x550_650,x21_23,x_3_0,Etna,x4,x5,x_1,Placed,x850_950,x9_10,x47_5_50,x230_250,x_450,x50_55,x_425,x97_98,x95_97,x_97__98,x50_55,x_85,x3_5,x1_5,x20_25
JB_4,x15_30,x20,x_105,x30_40,x112_5_137_5,state1,x2__375_500_,x105_120,x0_15,Clovergrass,x75_90,x_45,x100_120,x135_150,x_2,x_120,x_45,x_45,x11_0_11_5,x_26_4,x25_40,x11_5_27_5,x_15,x25_35,x_350,x15_17,x3_0_3_5,Ragtime,x2,x7,x_1,worked_in_solil,x950_1050,x9_10,x42_5_45,x110_130,x275_325,x42_44,x275_325,x97_98,x97_98,x_99_1_00,x_30,x_98,x0_1,x0_1,x0_5
JB_2,x30_45,x_25,x60_75,x30_40,x112_5_137_5,state0,x1___375_,x_120,x60_75,Cer_rotation,x45_60,x_45,x120_140,x150_165,x_2,x120_135,x_45,x_45,x10_0_10_5,x11_4_20_4,x51_60,x27_5_32_5,x15_17,x_35,x750_950,x17_19,x3_0_3_5,Cooper,x2,x5,x_1,Top_dressed,x850_950,x9_10,x45_47_5,x110_130,x225_275,x48_50,x175_225,x85_90,x85_90,x_98__99,x70_80,x90_95,x3_5,x0_1,x0_5
Jb_7,x45_60,x0,x30_45,x50_60,x187_5_212_5,state3,x1___375_,x90_105,x45_60,Cer_rotation,x75_90,x45_60,x100_120,x135_150,x_2,x150_165,x45_60,x45_60,x_12_0,x21_4_26_4,x51_60,x_22_5,x_15,x0_5,x650_750,x19_21,x4_5_5_0,Miralix,x3,x6,x1,worked_in_solil,x700_750,x9_10,x42_5_45,x150_170,x375_424,x40_42,x375_425,x93_95,x94_95,x_99_1_00,x50_55,x_85,x3_5,x1_5,x20_25
JB_5,x30_45,x25,x0_15,x40_50,x112_5_137_5,state4,x3___500_,x15_30,x0_15,Cereals,x120_135,x105_120,x40_60,x90_105,x_2,x120_135,x105_120,x60_75,x_9,x26_3_10_4,x51_60,x32_5_37_5,x25_27,x5_10,x450_550,x15_17,x4_0_4_5,Ariel,x2,x4,x1,Top_dressed,x700_750,x9_10,x40_42_5,x70_90,x_175,x50_55,x_175,x_80,x_75,x90__93,x30_40,x90_95,x3_5,x0_1,x0_5
JB_2,x30_45,x_5,x45_60,x40_50,x87_5_112_5,state4,x1___375_,x90_105,x30_45,Beets,x75_90,x_45,x100_120,x120_135,x_2,x135_150,x_45,x_45,x_12_0,x11_4_20_4,x25_40,x_22_5,x_15,x_35,x550_650,x15_17,x_3_0,Optic,x3,x6,x1,Placed,x850_950,x9_10,x45_47_5,x170_190,x_450,x35_40,x375_425,x85_90,x85_90,x_99_1_00,x50_55,x_98,x1_2,x0_1,x0_5
JB_2,x15_30,x_25,x0_15,x40_50,x62_5_87_5,state3,x2__375_500_,x45_60,x45_60,Cereals,x75_90,x90_105,x60_80,x75_90,x_2,x135_150,x75_90,x_45,x11_5_12_0,x_26_3,x61_70,x_22_5,x21_23,x25_35,x_350,x17_19,x_3_0,Semal,x2,x5,x__1,Top_dressed,x850_950,x9_10,x42_5_45,x190_210,x375_424,x48_50,x375_425,x95_97,x94_95,x_97__98,x_30,x95_98,x3_5,x0_1,x0_5
JB_8,x30_45,x0,x_105,x40_50,x187_5_212_5,state1,x2__375_500_,x_120,x30_45,Clovergrass,x60_75,x_45,x120_140,x150_165,x_2,x120_135,x_45,x_45,x11_5_12_0,x_26_3,x61_70,x_22_5,x17_19,x0_5,x550_650,x21_23,x4_5_5_0,Limbo,x3,x5,x1,Placed,x750_850,x9_10,x40_42_5,x90_110,x175_225,x50_55,x_175,x90_93,x75_80,x_95__97,x40_50,x_85,x3_5,x5_10,x25_30
JB_5,x45_60,x0,x75_90,x40_50,x112_5_137_5,state1,x1___375_,x_120,x45_60,Clovergrass,x45_60,x_45,x120_140,x150_165,x_2,x135_150,x_45,x_45,x10_5_11_0,x21_4_26_4,x51_60,x11_5_27_5,x_15,x_35,x750_950,x17_19,x_3_0,Lamba,x3,x3,x1,Placed,x850_950,x9_10,x40_42_5,x150_170,x325_375,x44_46,x275_325,x80_85,x80_85,x_99_1_00,x70_80,x95_98,x3_5,x0_1,x0_5
Jb_1_,x0_15,x20,x15_30,x40_50,x62_5_87_5,state3,x3___500_,x0_15,x0_15,Beets,x105_120,x135_150,x_40,x_75,x_2,x135_150,x105_120,x45_60,x10_5_11_0,x_26_4,x_25,x37_5_47_5,x19_21,x15_25,x_350,x13_15,x3_0_3_5,Saxo,x2,x6,x2,Top_dressed,x850_950,x9_10,x42_5_45,x170_190,x275_325,x55_60,x225_275,x80_85,x80_85,x_99_1_00,x_30,x_98,x0_1,x0_1,x0_5
JB_5,x15_30,x_5,x90_105,x40_50,x162_5_187_5,state3,x2__375_500_,x_120,x15_30,Beets,x90_105,x_45,x120_140,x165_180,x_2,x135_150,x_45,x_45,x11_0_11_5,x26_3_10_4,x61_70,x32_5_37_5,x21_23,x0_5,x650_750,x_23,x4_0_4_5,G_363ta,x4,x4,x_3,Top_dressed,x850_950,x9_10,x40_42_5,x70_90,x175_225,x44_46,x_175,x80_85,x80_85,x_97__98,x60_65,x_85,x3_5,x1_5,x20_25
Jb_7,x30_45,x10,x75_90,x50_60,x137_5_162_5,state1,x2__375_500_,x105_120,x15_30,Beets,x105_120,x45_60,x120_140,x165_180,x_2,x150_165,x45_60,x60_75,x_12_0,x11_4_20_4,x51_60,x_22_5,x_15,x10_15,x550_650,x_23,x4_5_5_0,Jill,x3,x3,x1,worked_in_solil,x750_850,x9_10,x42_5_45,x130_150,x225_275,x55_60,x225_275,x93_95,x94_95,x_99_1_00,x40_50,x_85,x3_5,x5_10,x15_20
JB_4,x30_45,x5,x75_90,x30_40,x112_5_137_5,state1,x1___375_,x105_120,x30_45,Other,x75_90,x_45,x100_120,x135_150,x_2,x120_135,x_45,x_45,x_12_0,x21_4_26_4,x51_60,x_22_5,x_15,x25_35,x650_750,x17_19,x_3_0,Maud,x3,x4,x2,worked_in_solil,x850_950,x9_10,x40_42_5,x110_130,x225_275,x50_55,x175_225,x80_85,x80_85,x_99_1_00,x60_65,x90_95,x2_3,x0_1,x0_5
JB_9,x45_60,x10,x0_15,x40_50,x162_5_187_5,state2,x1___375_,x45_60,x30_45,Beets,x75_90,x90_105,x60_80,x120_135,x_2,x135_150,x75_90,x75_90,x11_0_11_5,x26_3_10_4,x61_70,x32_5_37_5,x21_23,x0_5,x650_750,x_23,x4_5_5_0,Rima,x4,x5,x2,worked_in_solil,x650_700,x9_10,x42_5_45,x150_170,x375_424,x40_42,x325_375,x90_93,x85_90,x93__95,x40_50,x_85,x3_5,x1_5,x5_10
JB_5,x30_45,x10,x0_15,x30_40,x112_5_137_5,state2,x1___375_,x30_45,x15_30,Cereals,x90_105,x90_105,x40_60,x120_135,x_2,x120_135,x90_105,x90_105,x10_5_11_0,x26_3_10_4,x51_60,x32_5_37_5,x_15,x25_35,x550_650,x17_19,x4_0_4_5,Teal,x4,x4,x1,Placed,x650_700,x9_10,x35_40,x70_90,x175_225,x44_46,x175_225,x97_98,x97_98,x_99_1_00,x40_50,x_85,x3_5,x1_5,x15_20
JB_9,x45_60,x10,x60_75,x40_50,x187_5_212_5,state1,x1___375_,x105_120,x30_45,Beets,x75_90,x_45,x100_120,x150_165,x_2,x120_135,x_45,x45_60,x10_0_10_5,x_26_3,x61_70,x_22_5,x23_25,x0_5,x550_650,x17_19,x4_5_5_0,Baronesse,x3,x5,x2,worked_in_solil,x850_950,x9_10,x42_5_45,x150_170,x325_375,x48_50,x275_325,x95_97,x90_93,x93__95,x50_55,x95_98,x2_3,x0_1,x0_5
JB_4,x30_45,x_15,x30_45,x50_60,x112_5_137_5,state1,x1___375_,x90_105,x45_60,Beets,x75_90,x45_60,x100_120,x120_135,x_2,x135_150,x45_60,x_45,x11_5_12_0,x11_4_20_4,x41_50,x32_5_37_5,x_15,x5_10,x750_950,x19_21,x4_0_4_5,Sehila,x5,x6,x0,worked_in_solil,x650_700,x9_10,x40_42_5,x190_210,x_450,x30_35,x375_425,x93_95,x94_95,x_99_1_00,x55_60,x_85,x3_5,x5_10,x25_30
JB_9,x30_45,x10,x75_90,x40_50,x187_5_212_5,state3,x1___375_,x105_120,x15_30,Beets,x90_105,x_45,x100_120,x135_150,x_2,x135_150,x_45,x_45,x11_0_11_5,x26_3_10_4,x61_70,x_57_5,x19_21,x_35,x750_950,x21_23,x3_5_4_0,x_321rja,x5,x7,x1,Top_dressed,x950_1050,x9_10,x42_5_45,x230_250,x_450,x35_40,x375_425,x97_98,x85_90,x_94__90,x_80,x90_95,x3_5,x0_1,x0_5
JB_6,x30_45,x_25,x60_75,x40_50,x162_5_187_5,state3,x1___375_,x_120,x60_75,Cer_rotation,x45_60,x_45,x120_140,x150_165,x_2,x_120,x_45,x_45,x11_5_12_0,x21_4_26_4,x51_60,x_22_5,x_15,x25_35,x550_650,x15_17,x3_5_4_0,Marina,x3,x6,x2,Top_dressed,x950_1050,x9_10,x47_5_50,x110_130,x275_325,x35_40,x275_325,x97_98,x97_98,x_99_1_00,x55_60,x_98,x0_1,x0_1,x0_5
JB_9,x45_60,x5,x45_60,x30_40,x187_5_212_5,state2,x2__375_500_,x90_105,x45_60,Cer_rotation,x60_75,x_45,x100_120,x120_135,x_2,x_120,x_45,x_45,x11_5_12_0,x21_4_26_4,x51_60,x47_5_57_5,x_15,x15_25,x650_750,x17_19,x3_5_4_0,Texane,x2,x5,x1,Top_dressed,x750_850,x9_10,x42_5_45,x110_130,x175_225,x55_60,x175_225,x93_95,x90_93,x_98__99,x55_60,x90_95,x3_5,x0_1,x5_10
JB_3,x15_30,x_20,x15_30,x30_40,x87_5_112_5,state0,x1___375_,x60_75,x30_45,Cer_rotation,x75_90,x60_75,x80_100,x135_150,x_2,x120_135,x60_75,x60_75,x10_5_11_0,x_26_4,x_25,x_22_5,x_15,x15_25,x450_550,x13_15,x3_5_4_0,Saxo,x3,x5,x1,Placed,x850_950,x9_10,x47_5_50,x50_70,x175_225,x30_35,x175_225,x95_97,x94_95,x_97__98,x40_50,x_98,x0_1,x0_1,x0_5
JB_6,x45_60,x20,x_105,x50_60,x162_5_187_5,state4,x1___375_,x_120,x30_45,Clovergrass,x75_90,x_45,x120_140,x165_180,x_2,x150_165,x_45,x_45,x11_0_11_5,x26_3_10_4,x51_60,x_22_5,x21_23,x15_25,x650_750,x21_23,x4_0_4_5,Blenheim,x2,x5,x_1,Top_dressed,x850_950,x9_10,x42_5_45,x190_210,x_450,x40_42,x375_425,x98_99,x94_95,x_95__97,x60_65,x_85,x3_5,x1_5,x20_25
Jb_7,x30_45,x25,x15_30,x50_60,x162_5_187_5,state2,x2__375_500_,x30_45,x0_15,Cer_rotation,x120_135,x105_120,x60_80,x135_150,x_2,x135_150,x105_120,x105_120,x_9,x21_4_26_4,x51_60,x32_5_37_5,x_15,x_35,x550_650,x17_19,x_3_0,Baracuda,x3,x4,x2,Placed,x950_1050,x9_10,x40_42_5,x170_190,x375_424,x42_44,x275_325,x_80,x75_80,x_99_1_00,x60_65,x_98,x1_2,x0_1,x0_5
JB_5,x45_60,x15,x30_45,x40_50,x112_5_137_5,state1,x3___500_,x75_90,x30_45,Cer_rotation,x75_90,x45_60,x80_100,x105_120,x_2,x135_150,x45_60,x_45,x_12_0,x_26_4,x41_50,x_57_5,x_15,x_35,x350_450,x13_15,x_3_0,Lenka,x3,x7,x2,worked_in_solil,x950_1050,x9_10,x50_55,x230_250,x_450,x42_44,x375_425,x85_90,x85_90,x_99_1_00,x40_50,x_98,x0_1,x0_1,x0_5
JB_5,x15_30,x_15,x_105,x50_60,x112_5_137_5,state3,x2__375_500_,x_120,x30_45,Beets,x90_105,x_45,x120_140,x150_165,x_2,x120_135,x_45,x_45,x11_5_12_0,x26_3_10_4,x51_60,x37_5_47_5,x21_23,x10_15,x750_950,x19_21,x4_0_4_5,Collie,x3,x3,x0,Placed,x750_850,x9_10,x35_40,x70_90,x225_275,x30_35,x175_225,x90_93,x85_90,x93__95,x65_70,x_85,x3_5,x1_5,x15_20
JB_5,x30_45,x15,x_105,x40_50,x137_5_162_5,state0,x1___375_,x_120,x15_30,Other,x90_105,x_45,x120_140,x165_180,x_2,x120_135,x_45,x_45,x_12_0,x11_4_20_4,x61_70,x_22_5,x_15,x_35,x750_950,x17_19,x_3_0,Trebon,x4,x4,x3,Placed,x850_950,x9_10,x42_5_45,x190_210,x_450,x35_40,x_425,x99_100,x97_98,x_98__99,x70_80,x_98,x2_3,x0_1,x0_5
JB_2,x15_30,x5,x15_30,x_30,x137_5_162_5,state0,x2__375_500_,x30_45,x15_30,Cereals,x75_90,x60_75,x40_60,x90_105,x_2,x_120,x60_75,x60_75,x9_0_9_5,x21_4_26_4,x51_60,x_22_5,x_15,x25_35,x550_650,x19_21,x3_5_4_0,Caminant,x4,x6,x0,Placed,x850_950,x9_10,x42_5_45,x170_190,x_450,x40_42,x_425,x95_97,x95_97,x_99_1_00,x50_55,x90_95,x3_5,x0_1,x5_10
JB_9,x45_60,x25,x0_15,x30_40,x187_5_212_5,state4,x2__375_500_,x30_45,x15_30,Beets,x75_90,x90_105,x40_60,x105_120,x_2,x120_135,x75_90,x75_90,x9_5_10_0,x11_4_20_4,x61_70,x27_5_32_5,x_15,x_35,x650_750,x17_19,x_3_0,Amber,x3,x6,x0,Placed,x750_850,x9_10,x42_5_45,x150_170,x275_325,x50_55,x275_325,x93_95,x94_95,x_99_1_00,x55_60,x85_90,x3_5,x0_1,x5_10
JB_9,x30_45,x10,x15_30,x40_50,x187_5_212_5,state1,x1___375_,x45_60,x15_30,Cereals,x105_120,x60_75,x60_80,x135_150,x_2,x120_135,x60_75,x75_90,x_12_0,x_26_4,x51_60,x_22_5,x_15,x_35,x750_950,x15_17,x_3_0,Optic,x4,x5,x1,worked_in_solil,x700_750,x9_10,x45_47_5,x230_250,x_450,x46_48,x375_425,x93_95,x90_93,x_95__97,x60_65,x85_90,x3_5,x0_1,x0_5
JB_8,x30_45,x_15,x60_75,x40_50,x187_5_212_5,state1,x2__375_500_,x_120,x45_60,Cer_rotation,x60_75,x_45,x120_140,x150_165,x_2,x120_135,x_45,x_45,x_12_0,x_26_4,x41_50,x_57_5,x21_23,x15_25,x750_950,x15_17,x3_0_3_5,Korinna,x6,x4,x3,worked_in_solil,x750_850,x9_10,x42_5_45,x170_190,x_450,x35_40,x375_425,x97_98,x85_90,x90__93,x65_70,x_98,x2_3,x0_1,x0_5
JB_3,x15_30,x20,x0_15,x40_50,x37_5_62_5,state1,x1___375_,x0_15,x0_15,Clovergrass,x90_105,x120_135,x_40,x_75,x_2,x120_135,x90_105,x_45,x9_5_10_0,x_26_4,x_25,x32_5_37_5,x_15,x10_15,x_350,x_13,x3_5_4_0,Baronesse,x4,x5,x2,Top_dressed,x600_650,x9_10,x42_5_45,x70_90,x175_225,x35_40,x175_225,x85_90,x85_90,x_99_1_00,x_30,x_98,x1_2,x0_1,x0_5
JB_9,x45_60,x_25,x0_15,x40_50,x137_5_162_5,state4,x1___375_,x75_90,x_75,Clovergrass,x_45,x60_75,x80_100,x105_120,x_2,x135_150,x_45,x_45,x9_5_10_0,x11_4_20_4,x61_70,x37_5_47_5,x_15,x15_25,x550_650,x19_21,x4_0_4_5,Collie,x2,x3,x0,Top_dressed,x850_950,x9_10,x40_42_5,x90_110,x175_225,x50_55,x175_225,x99_100,x99_100,x_99_1_00,x50_55,x85_90,x3_5,x0_1,x5_10
JB_3,x15_30,x20,x15_30,x40_50,x112_5_137_5,state2,x3___500_,x15_30,x0_15,Cer_rotation,x105_120,x105_120,x40_60,x135_150,x_2,x135_150,x105_120,x105_120,x11_0_11_5,x_26_4,x41_50,x32_5_37_5,x_15,x25_35,x450_550,x19_21,x_3_0,Give,x4,x6,x2,Placed,x850_950,x9_10,x45_47_5,x210_230,x375_424,x55_60,x375_425,x99_100,x99_100,x_99_1_00,x40_50,x90_95,x3_5,x0_1,x0_5
JB_8,x45_60,x5,x0_15,x40_50,x187_5_212_5,state3,x1___375_,x45_60,x45_60,Clovergrass,x45_60,x90_105,x60_80,x75_90,x_2,x135_150,x45_60,x_45,x_12_0,x11_4_20_4,x61_70,x37_5_47_5,x15_17,x25_35,x450_550,x17_19,x3_5_4_0,Miralix,x4,x7,x1,Top_dressed,x700_750,x9_10,x42_5_45,x230_250,x_450,x40_42,x375_425,x90_93,x85_90,x93__95,x30_40,x85_90,x3_5,x1_5,x10_15
JB_9,x15_30,x_5,x90_105,x40_50,x162_5_187_5,state4,x3___500_,x_120,x15_30,Beets,x90_105,x_45,x120_140,x165_180,x_2,x120_135,x_45,x_45,x9_5_10_0,x26_3_10_4,x51_60,x_22_5,x19_21,x0_5,x650_750,x21_23,x4_5_5_0,Segu,x2,x4,x3,worked_in_solil,x700_750,x9_10,x35_40,x90_110,x_175,x55_60,x_175,x98_99,x98__99,x_99_1_00,x50_55,x_85,x3_5,x5_10,x20_25
JB_8,x45_60,x_25,x30_45,x30_40,x187_5_212_5,state0,x2__375_500_,x105_120,x_75,Cer_rotation,x_45,x_45,x100_120,x135_150,x_2,x120_135,x_45,x_45,x10_5_11_0,x21_4_26_4,x41_50,x11_5_27_5,x_15,x10_15,x350_450,x15_17,x3_0_3_5,Amber,x3,x7,x0,Top_dressed,x950_1050,x9_10,x47_5_50,x50_70,x_175,x48_50,x_175,x90_93,x80_85,x_94__90,x40_50,x_98,x0_1,x0_1,x0_5
JB_8,x30_45,x_5,x0_15,x40_50,x187_5_212_5,state2,x1___375_,x45_60,x30_45,Clovergrass,x60_75,x60_75,x60_80,x180_195,x_2,x120_135,x60_75,x120_135,x_12_0,x26_3_10_4,x51_60,x_22_5,x23_25,x_35,x350_450,x_23,x_3_0,Caruso,x5,x6,x1,Top_dressed,x_1050,x9_10,x45_47_5,x150_170,x275_325,x50_55,x225_275,x_80,x75_80,x_99_1_00,x40_50,x90_95,x3_5,x0_1,x0_5
JB_9,x30_45,x_25,x75_90,x50_60,x162_5_187_5,state2,x2__375_500_,x_120,x60_75,Clovergrass,x45_60,x_45,x120_140,x150_165,x_2,x120_135,x_45,x_45,x10_5_11_0,x_26_4,x51_60,x_22_5,x21_23,x25_35,x450_550,x21_23,x3_5_4_0,Loma,x3,x4,x2,worked_in_solil,x_1050,x9_10,x40_42_5,x50_70,x_175,x35_40,x_175,x85_90,x75_80,x_94__90,x55_60,x95_98,x1_2,x0_1,x0_5
JB_3,x0_15,x_20,x15_30,x30_40,x87_5_112_5,state3,x3___500_,x45_60,x15_30,Beets,x75_90,x60_75,x60_80,x120_135,x_2,x120_135,x60_75,x60_75,x9_0_9_5,x_26_3,x61_70,x27_5_32_5,x_27,x15_25,x650_750,x19_21,x4_0_4_5,Lamba,x3,x3,x1,worked_in_solil,x650_700,x9_10,x40_42_5,x70_90,x_175,x55_60,x_175,x93_95,x85_90,x90__93,x40_50,x_85,x3_5,x5_10,x25_30
Jb_7,x30_45,x_25,x75_90,x50_60,x162_5_187_5,state3,x1___375_,x_120,x60_75,Clovergrass,x45_60,x_45,x120_140,x165_180,x_2,x150_165,x_45,x_45,x11_5_12_0,x_26_4,x51_60,x_22_5,x_15,x_35,x350_450,x_23,x_3_0,Optic,x3,x6,x0,Placed,x_1050,x9_10,x47_5_50,x90_110,x175_225,x46_48,x_175,x_80,x_75,x_95__97,x40_50,x85_90,x3_5,x0_1,x5_10
JB_3,x15_30,x20,x15_30,x40_50,x62_5_87_5,state0,x3___500_,x15_30,x0_15,Cer_rotation,x105_120,x90_105,x40_60,x_75,x_2,x120_135,x90_105,x45_60,x10_0_10_5,x11_4_20_4,x25_40,x_57_5,x_15,x_35,x450_550,x15_17,x_3_0,andre,x2,x9,x0,worked_in_solil,x750_850,x9_10,x42_5_45,x90_110,x225_275,x40_42,x225_275,x90_93,x90_93,x_99_1_00,x30_40,x95_98,x3_5,x0_1,x0_5
JB_6,x30_45,x_15,x0_15,x40_50,x162_5_187_5,state1,x2__375_500_,x45_60,x45_60,Beets,x60_75,x60_75,x60_80,x75_90,x_2,x120_135,x60_75,x_45,x10_0_10_5,x26_3_10_4,x61_70,x37_5_47_5,x17_19,x10_15,x450_550,x17_19,x3_5_4_0,Ragtime,x3,x7,x_1,worked_in_solil,x850_950,x9_10,x40_42_5,x170_190,x325_375,x48_50,x275_325,x85_90,x85_90,x_99_1_00,x40_50,x95_98,x3_5,x0_1,x0_5
Jb_7,x30_45,x_25,x90_105,x50_60,x137_5_162_5,state0,x1___375_,x_120,x60_75,Beets,x60_75,x_45,x120_140,x150_165,x_2,x135_150,x_45,x_45,x11_0_11_5,x_26_3,x_70,x_22_5,x17_19,x_35,x950_1150,x_23,x3_0_3_5,Jill,x2,x3,x1,Placed,x750_850,x9_10,x_35,x130_150,x325_375,x42_44,x225_275,x_80,x75_80,x_98__99,x_80,x_85,x3_5,x5_10,x15_20
JB_5,x30_45,x_15,x15_30,x40_50,x187_5_212_5,state0,x2__375_500_,x75_90,x45_60,Cereals,x75_90,x45_60,x80_100,x105_120,x_2,x120_135,x45_60,x_45,x9_5_10_0,x11_4_20_4,x61_70,x37_5_47_5,x15_17,x15_25,x550_650,x19_21,x4_0_4_5,Korinna,x6,x5,x3,worked_in_solil,x950_1050,x9_10,x35_40,x70_90,x_175,x48_50,x_175,x_80,x75_80,x_99_1_00,x60_65,x95_98,x2_3,x0_1,x0_5
JB_5,x45_60,x_5,x0_15,x40_50,x137_5_162_5,state4,x1___375_,x60_75,x45_60,Other,x60_75,x45_60,x60_80,x120_135,x_2,x120_135,x45_60,x45_60,x10_0_10_5,x11_4_20_4,x51_60,x_57_5,x_15,x5_10,x650_750,x13_15,x_5_0,Ariel,x3,x2,x1,Placed,x850_950,x9_10,x40_42_5,x150_170,x325_375,x44_46,x275_325,x90_93,x80_85,x90__93,x60_65,x_98,x0_1,x0_1,x0_5
JB_3,x0_15,x_5,x30_45,x30_40,x87_5_112_5,state1,x3___500_,x45_60,x0_15,Clovergrass,x75_90,x75_90,x60_80,x120_135,x_2,x120_135,x75_90,x75_90,x_12_0,x_26_4,x41_50,x_22_5,x_15,x0_5,x750_950,x15_17,x4_0_4_5,x_321rja,x6,x6,x1,Placed,x600_650,x9_10,x35_40,x70_90,x_175,x55_60,x_175,x_80,x75_80,x_99_1_00,x50_55,x_85,x3_5,x1_5,x10_15
Jb_7,x30_45,x25,x60_75,x50_60,x162_5_187_5,state4,x3___500_,x75_90,x0_15,Beets,x120_135,x60_75,x80_100,x165_180,x_2,x135_150,x60_75,x90_105,x9_5_10_0,x26_3_10_4,x61_70,x_22_5,x15_17,x0_5,x750_950,x19_21,x4_5_5_0,Abelone,x2,x3,x0,Top_dressed,x850_950,x9_10,x40_42_5,x130_150,x225_275,x55_60,x225_275,x93_95,x94_95,x_99_1_00,x70_80,x85_90,x3_5,x0_1,x5_10
JB_4,x45_60,x_10,x60_75,x40_50,x112_5_137_5,state2,x1___375_,x_120,x60_75,Clovergrass,x_45,x_45,x120_140,x150_165,x_2,x135_150,x_45,x_45,x11_5_12_0,x26_3_10_4,x41_50,x11_5_27_5,x17_19,x5_10,x450_550,x13_15,x4_0_4_5,Maud,x2,x5,x2,Top_dressed,x850_950,x9_10,x47_5_50,x210_230,x_450,x40_42,x_425,x97_98,x97_98,x_99_1_00,x40_50,x_98,x0_1,x0_1,x0_5
JB_4,x30_45,x_5,x15_30,x30_40,x112_5_137_5,state2,x3___500_,x60_75,x30_45,Cereals,x75_90,x_45,x60_80,x90_105,x_2,x_120,x_45,x_45,x10_0_10_5,x_26_4,x41_50,x11_5_27_5,x_15,x15_25,x450_550,x17_19,x3_0_3_5,Collie,x2,x4,x_1,Top_dressed,x850_950,x9_10,x42_5_45,x230_250,x_450,x40_42,x275_325,x_80,x_75,x_94__90,x40_50,x95_98,x3_5,x0_1,x0_5
JB_4,x30_45,x25,x45_60,x50_60,x112_5_137_5,state0,x1___375_,x60_75,x0_15,Beets,x120_135,x90_105,x80_100,x150_165,x_2,x150_165,x90_105,x75_90,x11_0_11_5,x26_3_10_4,x61_70,x32_5_37_5,x17_19,x5_10,x750_950,x21_23,x4_0_4_5,Etna,x3,x3,x1,worked_in_solil,x850_950,x9_10,x45_47_5,x210_230,x375_424,x50_55,x275_325,x_80,x75_80,x_97__98,x70_80,x_85,x3_5,x1_5,x10_15
JB_5,x45_60,x5,x_105,x50_60,x137_5_162_5,state0,x1___375_,x_120,x45_60,Other,x75_90,x_45,x120_140,x165_180,x_2,x135_150,x_45,x_45,x11_0_11_5,x_26_4,x51_60,x_22_5,x_15,x0_5,x550_650,x19_21,x4_5_5_0,Maresi,x5,x5,x2,Placed,x850_950,x9_10,x42_5_45,x110_130,x325_375,x30_35,x275_325,x97_98,x85_90,x90__93,x50_55,x90_95,x3_5,x0_1,x0_5
JB_6,x30_45,x_25,x45_60,x50_60,x162_5_187_5,state4,x1___375_,x105_120,x60_75,Beets,x60_75,x_45,x100_120,x135_150,x_2,x120_135,x_45,x_45,x_12_0,x_26_3,x_70,x_22_5,x21_23,x5_10,x_1150,x19_21,x4_0_4_5,Portia,x4,x5,x2,Top_dressed,x600_650,x9_10,x35_40,x210_230,x_450,x35_40,x_425,x99_100,x95_97,x_95__97,x_80,x_85,x3_5,x5_10,x20_25
Jb_1_,x0_15,x20,x30_45,x40_50,x37_5_62_5,state0,x2__375_500_,x15_30,x0_15,Other,x105_120,x105_120,x40_60,x105_120,x_2,x135_150,x105_120,x90_105,x10_0_10_5,x26_3_10_4,x51_60,x_22_5,x19_21,x_35,x650_750,x21_23,x3_0_3_5,Goldie,x5,x5,x3,worked_in_solil,x850_950,x9_10,x40_42_5,x50_70,x_175,x46_48,x_175,x90_93,x85_90,x_95__97,x60_65,x85_90,x3_5,x1_5,x10_15
JB_4,x45_60,x20,x15_30,x40_50,x137_5_162_5,state4,x1___375_,x45_60,x30_45,Cer_rotation,x75_90,x75_90,x60_80,x120_135,x_2,x135_150,x75_90,x75_90,x_12_0,x_26_3,x61_70,x_22_5,x_15,x10_15,x_1150,x19_21,x4_5_5_0,andre,x7,x6,x0,Placed,x_550,x9_10,x35_40,x50_70,x_175,x40_42,x_175,x80_85,x75_80,x_95__97,x65_70,x_85,x3_5,x1_5,x10_15
Jb_1_,x15_30,x_5,x15_30,x30_40,x37_5_62_5,state1,x1___375_,x45_60,x15_30,Other,x90_105,x60_75,x60_80,x75_90,x_2,x120_135,x60_75,x_45,x10_5_11_0,x_26_4,x41_50,x37_5_47_5,x_15,x25_35,x_350,x17_19,x3_0_3_5,Krona,x3,x5,x2,Top_dressed,x750_850,x9_10,x42_5_45,x90_110,x225_275,x40_42,x175_225,x80_85,x80_85,x_99_1_00,x_30,x_85,x3_5,x0_1,x0_5
